Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php)
"Matandang Balara, Quezon City",House,"House,single-family-house",364.0,735.0,4.0,5.0,121.0944362,14.67746243,95000000.0
"Matandang Balara, Quezon City",House,"House,single-family-house",364.0,735.0,4.0,5.0,121.082236,14.665648,95000000.0
"Loma de Gato, Marilao",House,"House,single-family-house",5.684341886080802e-14,147.0,3.0,2.0,121.0187255,14.79726599,4744465.0
"Salawag, Dasmarinas",Land,"Land,commercial-lot",1215.5,728.0,7.0,7.199999999999999,120.987297,14.342521,110503536.64125
"Alabang, Muntinlupa",House,"House,single-family-house",555.0,675.0,4.0,4.0,121.037608,14.4179774,110503536.64125
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Molino IV, Bacoor",House,"House,single-family-house",230.0,300.0,4.0,3.0,120.9943658,14.3810075,34000000.0
"Cubao, Quezon City",Condominium,"Condominium,double-bedroom",56.49999999999994,31.0,2.0,1.0,121.0572,14.61777,6500000.0
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,offices",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Makati Avenue, Makati",Commercial,"Commercial,building",264.0,735.0,7.0,8.500000000000002,121.0271,14.55973,110503536.64125
"Malabanan, Balete",Land,"Land,residential-lot",460.0,493.79999999999995,5.2,4.4,121.1269389,14.0128383,4830000.0
"Perez, Trece Martires",House,"House,single-family-house",100.0,77.25,3.0,2.0,120.886854,14.290812,3311000.0
"Novaliches, Quezon City",Commercial,"Commercial,building",340.0,735.0,7.0,8.500000000000002,121.0521,14.7214,43000000.0
"Poblacion, Muntinlupa",House,"House,single-family-house",180.0,218.0,3.0,3.0,121.029033,14.385411,10400000.0
"Manggahan, Pasig",House,"House,single-family-house",36.0,72.0,4.0,1.0,121.093698,14.601887,2000000.0
"San Andres, Cainta",House,"House,single-family-house",1215.5,300.0,4.0,4.0,121.10977,14.574,16500000.0
"Onse, San Juan",House,"House,townhouse",67.0,252.0,3.0,3.0,121.0317581,14.6011173,22680000.0
"Santo Rosario, Magalang",House,"House,single-family-house",88.0,54.0,3.0,2.0,120.649277,15.239425,3200000.0
"Cabuco, Trece Martires",House,"House,single-family-house",5.684341886080802e-14,65.0,3.0,2.0,120.8443843,14.2737173,5235000.0
"Talon Singko, Las Pinas",House,"House,townhouse",80.0,130.0,3.0,3.0,120.996723,14.422561,7500000.0
"Sapang Maisac, Mexico",House,"House,townhouse",40.0,46.599999999999994,2.0,1.0,120.665111,15.169115,943429.0
"Santa Cruz, Antipolo",House,"House,townhouse",50.0,100.0,3.0,2.0,121.1727012,14.61072661,5050000.0
"Pamplona Uno, Las Pinas",House,"House,townhouse",60.0,70.0,2.0,1.0,120.970077,14.457726,4000000.0
"Talon Kuatro, Las Pinas",House,"House,townhouse",53.0,58.0,2.0,1.0,120.9997847,14.4371254,4000000.0
"Santa Ana, Taytay",House,"House,townhouse",75.0,110.00000000000001,4.0,3.0,121.10763,14.552296,6500000.0
"Dalig, Antipolo",House,"House,single-family-house",309.0,400.0,4.0,4.0,121.195159,14.576725,35000000.0
"Bel-Air, Makati",Commercial,"Commercial,offices",5.684341886080802e-14,96.29999999999998,1.7999999999999998,2.2,121.0223153,14.55655943,30334500.0
"Fort Bonifacio, Taguig",Commercial,"Commercial,offices",5.684341886080802e-14,84.44,2.1999999999999997,2.2,121.050318,14.540867,25000000.0
"Fort Bonifacio, Taguig",Commercial,"Commercial,offices",5.684341886080802e-14,91.03,2.0,2.0,121.050318,14.540867,26000000.0
"Milagrosa (Tulo), Calamba",Land,"Land,residential-lot",536.0,376.0,4.4,4.6,121.1395358,14.1720168,15000000.0
"Santo Cristo, San Jose del Monte",House,"House,single-family-house",66.0,48.0,0.0,0.6000000000000001,121.0868071,14.8219834,1752000.0
"Mactan, Lapu-Lapu",House,"House,beach-house",460.0,432.0,5.0,5.0,124.0112408,10.3051555,50000000.0
"Banaybanay II, San Jose",House,"House,townhouse",50.0,48.25999999999999,2.0,2.0,121.102657,13.9179,3199999.0
"Calabuso, Tagaytay",Land,"Land,residential-lot",323.0,329.0,4.4,3.8,121.0358238,14.1456011,6800000.0
"Merville, Paranaque",House,"House,single-family-house",640.0,735.0,4.0,4.0,121.025633,14.499387,68000000.0
"Ususan, Taguig",House,"House,single-family-house",249.0,307.0,4.0,4.0,121.065172,14.531149,48000000.0
"B.F. Homes, Paranaque",House,"House,single-family-house",243.0,230.0,4.0,4.0,121.0245799,14.4521766,34000000.0
"Santor, Tanauan",House,"House,single-family-house",150.0,120.0,4.0,2.0,121.1139142,14.0924687,6712875.0
"Commonwealth, Quezon City",House,"House,single-family-house",406.0,542.0,5.0,6.0,121.0806131,14.70135026,46000000.0
"Sapangbato, Angeles",Condominium,"Condominium,double-bedroom",169.8,144.0,2.0,2.0,120.502524,15.143396,9850000.0
"Cubao, Quezon City",House,"House,townhouse",61.0,249.0,4.0,4.0,121.0572,14.61777,25700000.0
"Ortigas CBD, Pasig",Commercial,"Commercial,offices",5.684341886080802e-14,216.0,3.4,3.2,121.059675,14.583771,30000000.0
"Dolores, Taytay",House,"House,single-family-house",152.0,200.0,3.0,3.0,121.148117,14.573461,16000000.0
"Magallanes, Makati",House,"House,single-family-house",631.0,458.0,4.0,5.0,121.017778,14.534456,110503536.64125
"Hukay, Calatagan",Land,"Land,beach-lot",277.0,355.0,4.6,4.2,120.7083106,13.842877,3878000.0
"New Manila, Quezon City",Condominium,"Condominium,single-bedroom",61.0,45.0,1.0,1.0,121.0393804,14.61413704,9976432.0
"Kapitolyo, Pasig",House,"House,townhouse",172.0,278.0,3.0,2.0,121.060157,14.569208,38000000.0
"Del Monte, Quezon City",Apartment,"Apartment,apartments",745.0999999999999,735.0,7.0,8.5,121.014874,14.643229,80000000.0
"Coral Na Bato, San Rafael",Land,"Land,residential-lot",150.0,192.4,4.0,4.0,120.9677765,14.9880568,1680000.0
"Salitran I, Dasmarinas",Land,"Land,residential-lot",300.0,287.6,4.3999999999999995,3.6,120.93635,14.357185,4800000.0
"San Juan, Cainta",Condominium,"Condominium,single-bedroom",51.00000000000006,37.5,1.0,1.0,121.132736,14.587025,7188789.0
"Hoyo, Silang",House,"House,single-family-house",206.99999999999997,165.0,3.0,2.0,121.0120485,14.1957554,12000000.0
"Saint Ignatius, Quezon City",House,"House,single-family-house",256.0,400.0,4.0,3.0,121.072922,14.613347,44800000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,penthouse-1",256.4,277.0,4.0,5.0,121.050318,14.540867,110503536.64125
"Ayala Alabang, Muntinlupa",House,"House,single-family-house",784.0,735.0,7.0,7.0,121.024873,14.4123798,110503536.64125
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",61.0,60.0,1.0,1.0,121.050318,14.540867,15000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",113.40000000000003,113.0,2.0,2.0,121.050318,14.540867,29000000.0
"San Juan, Taytay",House,"House,single-family-house",120.0,100.0,3.0,1.0,121.123722,14.551401,6200000.0
"Mintal, Davao",House,"House,single-family-house",88.0,66.0,3.0,2.0,125.5105696,7.085454499,6744495.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",43.99999999999994,64.0,1.0,1.0,121.050318,14.540867,14000000.0
"Sampaloc II, Dasmarinas",Land,"Land,residential-lot",176.0,176.66,4.6,3.4,120.9681862,14.26991737,2000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,studio",72.0,38.0,1.0,1.0,121.050318,14.540867,7000000.0
"Barandal, Calamba",House,"House,single-family-house",80.0,48.0,2.0,1.0,121.129069,14.195385,1478000.0
"Inchican, Silang",House,"House,single-family-house",351.0,735.0,7.0,8.5,121.0460376,14.25146357,60000000.0
"Cupang, Antipolo",House,"House,single-family-house",71.0,61.0,2.0,2.0,121.171092,14.644339,4677840.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",42.599999999999966,96.70000000000002,2.0,3.0,121.050318,14.540867,25800000.0
"Rockwell, Makati",Condominium,"Condominium,loft-1",50.400000000000034,97.0,2.0,2.0,121.036339,14.562949,24000000.0
"Rockwell, Makati",Condominium,"Condominium,studio",26.80000000000001,65.0,1.0,1.0,121.036339,14.562949,19000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",110.00000000000006,121.0,2.0,2.0,121.036339,14.562949,39900000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",81.67999999999995,277.0,4.0,4.0,121.050318,14.540867,110503536.64125
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",107.80000000000001,106.0,2.0,2.0,121.036339,14.562949,30000000.0
"Poblacion, Makati",House,"House,single-family-house",344.0,450.0,5.0,5.0,121.032076,14.56568,95000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,121.050318,14.540867,8900000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,121.050318,14.540867,8900000.0
"Horseshoe, Quezon City",Condominium,"Condominium,3-bedroom",78.20000000000005,156.0,3.0,3.0,121.0441698,14.61062768,45900000.0
"Perez, Trece Martires",House,"House,single-family-house",58.5,44.5,2.0,1.0,120.886854,14.290812,1990000.0
"Telabastagan, San Fernando",House,"House,single-family-house",192.0,320.0,5.0,4.0,120.635072,15.10712,15000000.0
"Ermita, Manila",Condominium,"Condominium,single-bedroom",60.799999999999955,31.0,1.0,1.0,120.9825154,14.5860743,4500000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",43.99999999999994,64.0,1.0,1.0,121.050318,14.540867,15500000.0
"Loyola Heights, Quezon City",Land,"Land,residential-lot",553.0,664.0,4.8,4.2,121.076504,14.640624,90000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,121.050318,14.540867,8900000.0
"North Avenue, Quezon City",Condominium,"Condominium,single-bedroom",61.0,62.0,1.0,1.0,121.0443089,14.6621443,16500000.0
"Inchican, Silang",House,"House,single-family-house",351.0,735.0,7.0,8.5,121.0384526,14.2363657,55000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",5.684341886080802e-14,74.0,1.0,1.0,121.050318,14.540867,27000000.0
"Manggahan, Pasig",Condominium,"Condominium,studio",43.60000000000002,26.419999999999987,1.0,1.0,121.093698,14.601887,3979662.21
"Malamig, Mandaluyong",Condominium,"Condominium,double-bedroom",43.60000000000002,56.0,2.0,1.0,121.04426,14.574886,5800000.0
"Asisan, Tagaytay",Apartment,"Apartment,apartments",665.5,673.0,7.0,6.9,120.9057104,14.0984134,18000000.0
"Batasan Hills, Quezon City",House,"House,single-family-house",216.0,300.0,6.0,6.0,121.096563,14.681641,29500000.0
"Basak, Lapu-Lapu",Condominium,"Condominium,studio",43.60000000000002,24.0,1.0,1.0,123.964519,10.291595,1789534.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",26.80000000000001,68.0,1.0,1.0,121.050318,14.540867,16000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,4-bedroom",178.07199999999995,140.0,4.0,3.0,121.050318,14.540867,35000000.0
"Calabuso North, Tagaytay",Land,"Land,residential-lot",328.0,269.0,3.8,3.6,121.0233363,14.1414315,8200000.0
"Lumbo, Vallencia",Land,"Land,residential-lot",150.0,192.4,4.0,4.0,125.0826923,7.8831885,1650000.0
"Manuyo Dos, Las Pinas",Commercial,"Commercial,building",350.0,624.0,5.0,4.7,120.9957576,14.4675605,46000000.0
"Ayala Avenue, Makati",Condominium,"Condominium,double-bedroom",66.00000000000006,150.0,2.0,3.0,121.0263,14.55378,40499999.0
"San Isidro, Cainta",House,"House,townhouse",84.0,117.0,3.0,3.0,121.118502,14.613156,7000000.0
"Katipunan, Quezon City",Condominium,"Condominium,studio",60.799999999999955,27.0,1.0,1.0,121.076504,14.640624,6500000.0
"Poblacion, Muntinlupa",Commercial,"Commercial,warehouse",1215.5,735.0,6.199999999999999,8.500000000000002,121.029033,14.385411,110503536.64125
"Don Bosco, Paranaque",Condominium,"Condominium,double-bedroom",51.200000000000045,54.0,2.0,1.0,121.024909,14.482705,4200000.0
"San Agustin, San Fernando",Land,"Land,residential-lot",632.0,557.6,4.3999999999999995,4.2,120.70406,15.54915,4053000.0
"Salcedo Village, Makati",Condominium,"Condominium,studio",60.799999999999955,30.0,1.0,1.0,121.0206028,14.5596699,6000000.0
"Hoyo, Silang",House,"House,single-family-house",176.0,174.66,4.0,3.0,121.0120485,14.1957554,9959130.0
"Biclatan, General Trias",House,"House,single-family-house",154.0,167.4,4.0,3.0,120.918211,14.2814,8078516.0
"Punta Engano, Lapu-Lapu",Condominium,"Condominium,single-bedroom",71.99999999999994,41.0,1.0,1.0,124.0350832,10.3231218,8200000.0
"Biclatan, General Trias",House,"House,single-family-house",154.0,160.0,4.0,3.0,120.918211,14.2814,7088260.0
"Sampaloc II, Dasmarinas",House,"House,single-family-house",160.0,78.0,3.0,2.0,120.964753,14.287385,6458975.0
"Dela Paz, Antipolo",House,"House,townhouse",50.0,89.0,3.0,3.0,121.174914,14.57982,4550000.0
"Canlubang, Calamba",Land,"Land,residential-lot",286.0,419.8,3.4,3.8,121.0782499,14.19039893,7865000.0
"Pulung Maragul, Angeles",Land,"Land,residential-lot",200.0,410.0,4.0,3.8000000000000003,120.5982385,15.1685596,3000000.0
"Morning Breeze Subdivision, Caloocan",Condominium,"Condominium,single-bedroom",43.60000000000002,25.49000000000001,1.0,1.0,120.986118,14.659215,8459000.0
"Molino III, Bacoor",House,"House,single-family-house",232.0,211.0,3.0,3.0,120.9951553,14.38664784,28356000.0
"San Antonio, Makati",Condominium,"Condominium,studio",43.60000000000002,23.599999999999994,1.0,1.0,121.009139,14.563865,4200000.0
"Calabuso, Tagaytay",Condominium,"Condominium,3-bedroom",78.39999999999998,69.0,3.0,2.0,121.0358238,14.1456011,11000000.0
"Canlubang, Calamba",Land,"Land,residential-lot",368.0,305.86,5.0,4.5,121.0533622,14.1857173,10800000.0
"Guadalupe, Cebu",Land,"Land,residential-lot",166.0,223.4,3.8,3.8,123.878669,10.317175,5810000.0
"San Isidro, Rodriguez",House,"House,townhouse",38.0,90.0,3.0,2.0,121.19037,14.794484,3590000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",67.19999999999993,33.29999999999998,1.0,1.0,121.050318,14.540867,7500000.0
"Calibutbut, Bacolor",House,"House,single-family-house",188.99999999999997,272.0,4.0,3.0,120.614117,15.40785,14000000.0
"Pamplona Tres, Las Pinas",House,"House,townhouse",91.5,160.0,4.0,3.5,120.981053,14.455671,11500000.0
"Lawaan III, Talisay",Condominium,"Condominium,double-bedroom",65.20000000000005,49.0,2.0,2.0,123.8263779,10.264092,6000000.0
"Tangub, Bacolod",House,"House,single-family-house",338.0,150.0,4.0,3.0,122.9389056,10.6262698,6500000.0
"Legazpi Village, Makati",Condominium,"Condominium,single-bedroom",61.0,60.0,1.0,1.0,121.017742,14.554848,14500000.0
"Ayala Avenue, Makati",Land,"Land,residential-lot",726.0,735.0,4.0,4.6,121.0218,14.55659,76440000.0
"Habay II, Bacoor",House,"House,single-family-house",80.0,94.0,3.0,2.0,120.9460917,14.4439849,7638042.1
"Pinagbuhatan, Pasig",House,"House,single-family-house",75.0,219.0,3.0,2.0,121.0977,14.549724,5000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",41.599999999999966,92.0,2.0,2.0,121.050318,14.540867,22440000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,37.0,1.0,1.0,121.0632793,14.5139759,9000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,double-bedroom",41.599999999999966,92.0,2.0,2.0,121.050318,14.540867,22000000.0
"Talon Singko, Las Pinas",House,"House,townhouse",80.0,140.0,3.0,3.0,120.996723,14.422561,8000000.0
"Malabanias, Angeles",Condominium,"Condominium,studio",72.0,35.28999999999999,1.0,1.0,120.601831,15.159385,5569538.21
"McKinley Hill, Taguig",Land,"Land,residential-lot",237.0,413.6,4.8,4.3999999999999995,121.0553,14.53712,88875000.0
"Bagong Nayon, Antipolo",Land,"Land,residential-lot",385.0,464.0,3.8,3.4,121.210775,14.705728,8662500.0
"San Juan, Antipolo",Land,"Land,residential-lot",389.0,448.0,4.0,3.6,121.254587,14.721661,8752000.0
"San Juan, Antipolo",Land,"Land,residential-lot",397.0,406.0,5.199999999999999,5.0,121.254587,14.721661,8932500.0
"Bagong Nayon, Antipolo",Land,"Land,residential-lot",430.0,376.2,3.8,4.2,121.210775,14.705728,10105000.0
"Tunghaan, Minglanilla",House,"House,townhouse",66.0,90.29999999999998,3.0,2.0,123.783387,10.24622,5622193.0
"Cadena De Amor, Cavite City",Land,"Land,commercial-lot",492.0,364.6,4.3999999999999995,4.4,120.891295,14.48188,12300000.0
"Canlubang, Calamba",Land,"Land,residential-lot",791.0,735.0,7.0,8.0,121.0533622,14.1857173,22148000.0
"Habay II, Bacoor",House,"House,single-family-house",80.0,94.0,3.0,2.0,120.9460917,14.4439849,7524442.1
"Habay II, Bacoor",House,"House,single-family-house",80.0,87.0,3.0,2.0,120.9460917,14.4439849,7536710.31
"Bacao I, General Trias",Land,"Land,residential-lot",120.0,98.0,3.8,2.4,120.8900983,14.4012863,3400000.0
"Anabu II-C, Imus",House,"House,single-family-house",125.0,88.0,4.0,3.0,120.93395,14.367465,5900000.0
"Nagbalayong, Morong",Land,"Land,beach-lot",290.0,306.0,3.8,3.8000000000000003,120.326129,14.663633,3770000.0
"Cubao, Quezon City",Land,"Land,commercial-lot",1085.0,728.0,5.4,5.9,121.0572,14.61777,110503536.64125
"Diliman, Quezon City",Condominium,"Condominium,single-bedroom",72.0,35.609999999999985,1.0,1.0,121.0528,14.6462,4800000.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",5.684341886080802e-14,75.0,1.0,1.0,121.059675,14.583771,21798235.0
"San Juan, Cainta",Condominium,"Condominium,studio",43.60000000000002,25.0,1.0,1.0,121.1176763,14.5876759,3499123.0
"B.F. Homes, Paranaque",House,"House,single-family-house",465.0,500.0,5.0,5.0,121.0245799,14.4521766,40000000.0
"San Lorenzo, Makati",Condominium,"Condominium,double-bedroom",53.200000000000045,127.0,2.0,2.0,121.02376,14.5507553,40000000.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",26.80000000000001,68.0,1.0,1.0,121.050318,14.540867,20700000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",41.599999999999966,91.0,2.0,2.0,121.036339,14.562949,27000000.0
"Rockwell, Makati",Condominium,"Condominium,double-bedroom",41.599999999999966,91.0,2.0,2.0,121.036339,14.562949,27000000.0
"Marcelo Green Village, Paranaque",Condominium,"Condominium,single-bedroom",72.0,38.41999999999999,1.0,1.0,121.04445,14.4842221,5000000.0
"Poblacion, Panglao",Land,"Land,residential-lot",660.0,735.0,5.0,5.0,123.743318,9.582819,3300000.0
"Sampaloc, Manila",House,"House,townhouse",54.0,80.0,5.0,3.0,120.996236,14.61103,5000000.0
"Wack-Wack Greenhills, Mandaluyong",Condominium,"Condominium,single-bedroom",5.684341886080802e-14,77.57,1.0,1.0,121.053333,14.592173,23392078.0
"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",72.0,38.099999999999994,1.0,1.0,121.0632793,14.5139759,11174010.0
"Ortigas CBD, Pasig",Condominium,"Condominium,single-bedroom",60.799999999999955,32.0,1.0,1.0,121.059675,14.583771,8561554.0
"New Manila, Quezon City",Condominium,"Condominium,single-bedroom",72.0,36.0,1.0,1.0,121.0306,14.61633,8813870.0
"Calubcub II, San Juan",House,"House,single-family-house",272.0,150.0,4.0,2.0,121.376174,13.726231,25414684.0
"San Pedro, Puerto Princesa",Land,"Land,residential-lot",120.0,98.0,3.8,2.4,118.753645,9.75938,2500000.0
"McKinley Hill, Taguig",Condominium,"Condominium,penthouse-1",182.6,219.0,4.0,4.2,121.0553,14.53712,70000000.0
